モード,条件,順番,名前,Lv,HP,攻撃,防御,速度,固有ID,勝率検証
欠片試練,floor-boss-380,2,⚔️ 燐鐘の随伴・1,375,19168,1420,822,413,,未実戦検証
欠片試練,floor-boss-380,3,燐鐘の随伴・2,373,6799,590,300,303,,未実戦検証
欠片試練,floor-boss-380,4,燐鐘の随伴・3,371,6556,741,206,293,,未実戦検証
欠片試練,floor-boss-390,1,⚔️ 樹冠の冠位竜〈欠片試練〉,390,177468,3366,3195,400,floor-boss-390,未実戦検証
欠片試練,floor-boss-390,2,樹冠の随伴・1,385,40794,1991,1456,275,,未実戦検証
欠片試練,floor-boss-390,3,樹冠の随伴・2,383,7076,546,196,369,,未実戦検証
欠片試練,floor-boss-390,4,⚔️ 樹冠の随伴・3,381,21259,1457,791,340,,未実戦検証
欠片試練,floor-boss-410,1,⚔️ 巡耀の剣王〈欠片試練〉,410,45167,1426,1100,368,floor-boss-410,未実戦検証
欠片試練,floor-boss-410,2,巡耀の随伴・1,405,23814,760,979,153,,未実戦検証
欠片試練,floor-boss-410,3,巡耀の随伴・2,403,23974,1356,908,373,,未実戦検証
欠片試練,floor-boss-410,4,⚔️ 巡耀の随伴・3,401,66559,4567,2552,468,,未実戦検証
欠片試練,floor-boss-420,1,⚔️ 星鏡の鏡術師〈欠片試練〉,420,41775,1670,507,765,floor-boss-420,未実戦検証
欠片試練,floor-boss-420,2,⚔️ 星鏡の随伴・1,415,9053,1080,459,476,,未実戦検証
欠片試練,floor-boss-420,3,⚔️ 星鏡の随伴・2,413,14551,916,480,417,,未実戦検証
欠片試練,floor-boss-420,4,星鏡の随伴・3,411,9878,959,269,238,,未実戦検証
欠片試練,floor-boss-430,1,⚔️ 礼城の城塞公〈欠片試練〉,430,42613,616,798,126,floor-boss-430,未実戦検証
欠片試練,floor-boss-430,2,⚔️ 礼城の随伴・1,425,48870,3003,1924,544,,未実戦検証
欠片試練,floor-boss-430,3,⚔️ 礼城の随伴・2,423,8497,964,394,533,,未実戦検証
欠片試練,floor-boss-430,4,礼城の随伴・3,421,30864,1400,1182,454,,未実戦検証
欠片試練,floor-boss-440,1,⚔️ 天迅の疾風侯〈欠片試練〉,440,46838,2904,1060,955,floor-boss-440,未実戦検証
欠片試練,floor-boss-440,2,⚔️ 天迅の随伴・1,435,7288,1163,1086,677,,未実戦検証
欠片試練,floor-boss-440,3,天迅の随伴・2,433,8902,618,294,378,,未実戦検証
欠片試練,floor-boss-440,4,⚔️ 天迅の随伴・3,431,35615,1877,1489,499,,未実戦検証
欠片試練,floor-boss-450,1,⚔️ 神庭の命紡ぎ〈欠片試練〉,450,104089,2365,1542,680,floor-boss-450,未実戦検証
欠片試練,floor-boss-450,2,神庭の随伴・1,445,15823,844,501,393,,未実戦検証
欠片試練,floor-boss-450,3,神庭の随伴・2,443,74576,2269,1997,374,,未実戦検証
欠片試練,floor-boss-450,4,⚔️ 神庭の随伴・3,441,65897,4397,2267,840,,未実戦検証
欠片試練,floor-boss-460,1,⚔️ 裂界の封陣卿〈欠片試練〉,460,109414,2063,1373,154,floor-boss-460,未実戦検証
欠片試練,floor-boss-460,2,⚔️ 裂界の随伴・1,455,75059,4097,3004,446,,未実戦検証
欠片試練,floor-boss-460,3,裂界の随伴・2,453,33799,2585,1306,140,,未実戦検証
欠片試練,floor-boss-460,4,⚔️ 裂界の随伴・3,451,8918,500,283,349,,未実戦検証
欠片試練,floor-boss-470,1,⚔️ 星骸の双牙将〈欠片試練〉,470,95254,3388,1817,937,floor-boss-470,未実戦検証
欠片試練,floor-boss-470,2,⚔️ 星骸の随伴・1,465,60698,3287,1889,424,,未実戦検証
欠片試練,floor-boss-470,3,⚔️ 星骸の随伴・2,463,48232,4994,1801,694,,未実戦検証
欠片試練,floor-boss-470,4,⚔️ 星骸の随伴・3,461,7125,720,230,502,,未実戦検証
欠片試練,floor-boss-480,1,⚔️ 重鐘の葬鐘守〈欠片試練〉,480,152711,2355,3395,135,floor-boss-480,未実戦検証
欠片試練,floor-boss-480,2,⚔️ 重鐘の随伴・1,475,27340,2063,1102,352,,未実戦検証
欠片試練,floor-boss-480,3,⚔️ 重鐘の随伴・2,473,75779,4597,2920,390,,未実戦検証
欠片試練,floor-boss-480,4,⚔️ 重鐘の随伴・3,471,6240,428,234,658,,未実戦検証
欠片試練,floor-boss-490,1,⚔️ 虚冠の冠位竜〈欠片試練〉,490,144260,2970,2203,694,floor-boss-490,未実戦検証
欠片試練,floor-boss-490,2,虚冠の随伴・1,485,5662,412,115,476,,未実戦検証
欠片試練,floor-boss-490,3,⚔️ 虚冠の随伴・2,483,7718,911,234,677,,未実戦検証
欠片試練,floor-boss-490,4,虚冠の随伴・3,481,16259,1297,569,492,,未実戦検証
欠片試練,floor-boss-510,1,⚔️ 浅潮の剣王〈欠片試練〉,510,34864,2494,797,1214,floor-boss-510,未実戦検証
欠片試練,floor-boss-510,2,浅潮の随伴・1,505,15102,626,602,211,,未実戦検証
欠片試練,floor-boss-510,3,⚔️ 浅潮の随伴・2,503,18083,1699,660,531,,未実戦検証
欠片試練,floor-boss-510,4,浅潮の随伴・3,501,52648,3453,1688,500,,未実戦検証
欠片試練,floor-boss-520,1,⚔️ 藻鏡の鏡術師〈欠片試練〉,520,72212,1154,993,879,floor-boss-520,未実戦検証
欠片試練,floor-boss-520,2,⚔️ 藻鏡の随伴・1,515,9032,560,217,529,,未実戦検証
欠片試練,floor-boss-520,3,⚔️ 藻鏡の随伴・2,513,13022,775,597,368,,未実戦検証
欠片試練,floor-boss-520,4,⚔️ 藻鏡の随伴・3,511,30646,1453,1192,485,,未実戦検証
欠片試練,floor-boss-530,1,⚔️ 圧城の城塞公〈欠片試練〉,530,57219,1915,942,389,floor-boss-530,未実戦検証
欠片試練,floor-boss-530,2,⚔️ 圧城の随伴・1,525,51916,3446,1955,418,,未実戦検証
欠片試練,floor-boss-530,3,⚔️ 圧城の随伴・2,523,93465,5076,3744,699,,未実戦検証
欠片試練,floor-boss-530,4,⚔️ 圧城の随伴・3,521,6537,422,167,689,,未実戦検証
欠片試練,floor-boss-540,1,⚔️ 深迅の疾風侯〈欠片試練〉,540,74458,3756,1100,1568,floor-boss-540,未実戦検証
欠片試練,floor-boss-540,2,⚔️ 深迅の随伴・1,535,75165,2388,2942,515,,未実戦検証
欠片試練,floor-boss-540,3,⚔️ 深迅の随伴・2,533,44636,4119,1766,262,,未実戦検証
欠片試練,floor-boss-540,4,深迅の随伴・3,531,12361,848,480,543,,未実戦検証
欠片試練,floor-boss-550,1,⚔️ 海命の命紡ぎ〈欠片試練〉,550,214937,1718,2789,436,floor-boss-550,未実戦検証
欠片試練,floor-boss-550,2,⚔️ 海命の随伴・1,545,7169,285,188,426,,未実戦検証
欠片試練,floor-boss-550,3,⚔️ 海命の随伴・2,543,58724,1538,1815,292,,未実戦検証
欠片試練,floor-boss-550,4,⚔️ 海命の随伴・3,541,169801,4555,5225,376,,未実戦検証
欠片試練,floor-boss-560,1,⚔️ 境鎖の封陣卿〈欠片試練〉,560,90223,3198,1792,880,floor-boss-560,未実戦検証
欠片試練,floor-boss-560,2,⚔️ 境鎖の随伴・1,555,9095,608,315,586,,未実戦検証
欠片試練,floor-boss-560,3,⚔️ 境鎖の随伴・2,553,8808,963,333,726,,未実戦検証
欠片試練,floor-boss-560,4,境鎖の随伴・3,551,21210,1195,729,540,,未実戦検証
欠片試練,floor-boss-570,1,⚔️ 裂雷の双牙将〈欠片試練〉,570,124258,3584,1365,417,floor-boss-570,未実戦検証
欠片試練,floor-boss-570,2,⚔️ 裂雷の随伴・1,565,87618,6693,3133,469,,未実戦検証
欠片試練,floor-boss-570,3,⚔️ 裂雷の随伴・2,563,39476,2286,1049,115,,未実戦検証
欠片試練,floor-boss-570,4,裂雷の随伴・3,561,55853,2441,1712,304,,未実戦検証
欠片試練,floor-boss-580,1,⚔️ 熔鐘の葬鐘守〈欠片試練〉,580,48011,1579,730,552,floor-boss-580,未実戦検証
欠片試練,floor-boss-580,2,⚔️ 熔鐘の随伴・1,575,35589,2995,1237,366,,未実戦検証
欠片試練,floor-boss-580,3,⚔️ 熔鐘の随伴・2,573,61385,3760,2454,911,,未実戦検証
欠片試練,floor-boss-580,4,⚔️ 熔鐘の随伴・3,571,20037,1579,925,401,,未実戦検証
欠片試練,floor-boss-590,1,⚔️ 凍界の冠位竜〈欠片試練〉,590,74751,3446,1290,1018,floor-boss-590,未実戦検証
欠片試練,floor-boss-590,2,⚔️ 凍界の随伴・1,585,10796,969,531,640,,未実戦検証
欠片試練,floor-boss-590,3,⚔️ 凍界の随伴・2,583,44671,5180,2805,894,,未実戦検証
欠片試練,floor-boss-590,4,⚔️ 凍界の随伴・3,581,9313,506,372,284,,未実戦検証
欠片試練,floor-boss-610,1,⚔️ 炉牙の剣王〈欠片試練〉,610,50094,1876,1242,894,floor-boss-610,未実戦検証
欠片試練,floor-boss-610,2,⚔️ 炉牙の随伴・1,605,17195,1787,719,520,,未実戦検証
欠片試練,floor-boss-610,3,⚔️ 炉牙の随伴・2,603,11144,1162,512,654,,未実戦検証
欠片試練,floor-boss-610,4,⚔️ 炉牙の随伴・3,601,41332,3334,1375,393,,未実戦検証
欠片試練,floor-boss-620,1,⚔️ 焔鏡の鏡術師〈欠片試練〉,620,44790,1376,751,825,floor-boss-620,未実戦検証
欠片試練,floor-boss-620,2,⚔️ 焔鏡の随伴・1,615,38807,2209,1474,640,,未実戦検証
欠片試練,floor-boss-620,3,⚔️ 焔鏡の随伴・2,613,67631,2971,2236,255,,未実戦検証
欠片試練,floor-boss-620,4,⚔️ 焔鏡の随伴・3,611,107172,8493,3573,515,,未実戦検証
欠片試練,floor-boss-630,1,⚔️ 脈塞の城塞公〈欠片試練〉,630,190844,2452,2991,347,floor-boss-630,未実戦検証
欠片試練,floor-boss-630,2,脈塞の随伴・1,625,58419,3123,1813,380,,未実戦検証
欠片試練,floor-boss-630,3,⚔️ 脈塞の随伴・2,623,18268,886,730,116,,未実戦検証
欠片試練,floor-boss-630,4,脈塞の随伴・3,621,46643,1315,1723,220,,未実戦検証
欠片試練,floor-boss-640,1,⚔️ 熔駆の疾風侯〈欠片試練〉,640,51452,4538,1020,1260,floor-boss-640,未実戦検証
欠片試練,floor-boss-640,2,⚔️ 熔駆の随伴・1,635,38460,3063,1341,985,,未実戦検証
欠片試練,floor-boss-640,3,⚔️ 熔駆の随伴・2,633,59963,4306,2089,1290,,未実戦検証
欠片試練,floor-boss-640,4,⚔️ 熔駆の随伴・3,631,11710,2301,1262,612,,未実戦検証
欠片試練,floor-boss-650,1,⚔️ 火命の命紡ぎ〈欠片試練〉,650,202983,1906,2122,618,floor-boss-650,未実戦検証
欠片試練,floor-boss-650,2,⚔️ 火命の随伴・1,645,9318,935,366,842,,未実戦検証
欠片試練,floor-boss-650,3,⚔️ 火命の随伴・2,643,54940,3756,1669,513,,未実戦検証
欠片試練,floor-boss-650,4,⚔️ 火命の随伴・3,641,145415,6126,4472,441,,未実戦検証
欠片試練,floor-boss-660,1,⚔️ 氷鎖の封陣卿〈欠片試練〉,660,158933,3248,2913,765,floor-boss-660,未実戦検証
欠片試練,floor-boss-660,2,⚔️ 氷鎖の随伴・1,655,27850,935,1339,254,,未実戦検証
欠片試練,floor-boss-660,3,⚔️ 氷鎖の随伴・2,653,135664,4784,4972,449,,未実戦検証
欠片試練,floor-boss-660,4,氷鎖の随伴・3,651,18508,492,936,128,,未実戦検証
欠片試練,floor-boss-670,1,⚔️ 霜極の双牙将〈欠片試練〉,670,184255,7561,2443,995,floor-boss-670,未実戦検証
欠片試練,floor-boss-670,2,⚔️ 霜極の随伴・1,665,27472,2415,1109,725,,未実戦検証
欠片試練,floor-boss-670,3,⚔️ 霜極の随伴・2,663,9278,672,269,303,,未実戦検証
欠片試練,floor-boss-670,4,⚔️ 霜極の随伴・3,661,23924,1361,673,519,,未実戦検証
欠片試練,floor-boss-680,1,⚔️ 晶鐘の葬鐘守〈欠片試練〉,680,64670,1229,1280,373,floor-boss-680,未実戦検証
欠片試練,floor-boss-680,2,⚔️ 晶鐘の随伴・1,675,56200,9442,9130,2369,,未実戦検証
欠片試練,floor-boss-680,3,⚔️ 晶鐘の随伴・2,673,16688,833,729,296,,未実戦検証
欠片試練,floor-boss-680,4,⚔️ 晶鐘の随伴・3,671,46943,3011,1508,502,,未実戦検証
欠片試練,floor-boss-690,1,⚔️ 極冠の冠位竜〈欠片試練〉,690,174273,3531,3627,289,floor-boss-690,未実戦検証
欠片試練,floor-boss-690,2,⚔️ 極冠の随伴・1,685,10104,972,317,431,,未実戦検証
欠片試練,floor-boss-690,3,⚔️ 極冠の随伴・2,683,38776,3127,1762,301,,未実戦検証
欠片試練,floor-boss-690,4,⚔️ 極冠の随伴・3,681,80590,6411,3545,1059,,未実戦検証
欠片試練,floor-boss-710,1,⚔️ 胞刃の剣王〈欠片試練〉,710,57526,3292,1013,1392,floor-boss-710,未実戦検証
欠片試練,floor-boss-710,2,⚔️ 胞刃の随伴・1,705,58926,4504,2078,1273,,未実戦検証
欠片試練,floor-boss-710,3,⚔️ 胞刃の随伴・2,703,24237,1771,891,211,,未実戦検証
欠片試練,floor-boss-710,4,⚔️ 胞刃の随伴・3,701,21282,1650,1359,948,,未実戦検証
欠片試練,floor-boss-720,1,⚔️ 糸幻の鏡術師〈欠片試練〉,720,127875,1610,2165,450,floor-boss-720,未実戦検証
欠片試練,floor-boss-720,2,糸幻の随伴・1,715,15146,390,432,157,,未実戦検証
欠片試練,floor-boss-720,3,⚔️ 糸幻の随伴・2,713,33716,1731,1832,610,,未実戦検証
欠片試練,floor-boss-720,4,⚔️ 糸幻の随伴・3,711,15507,620,693,242,,未実戦検証
欠片試練,floor-boss-730,1,⚔️ 殖殿の城塞公〈欠片試練〉,730,138300,3118,2797,421,floor-boss-730,未実戦検証
欠片試練,floor-boss-730,2,⚔️ 殖殿の随伴・1,725,77801,5292,3125,1065,,未実戦検証
欠片試練,floor-boss-730,3,⚔️ 殖殿の随伴・2,723,8205,466,297,664,,未実戦検証
欠片試練,floor-boss-730,4,⚔️ 殖殿の随伴・3,721,59502,3347,2352,1096,,未実戦検証
欠片試練,floor-boss-740,1,⚔️ 瘴翔の疾風侯〈欠片試練〉,740,104683,6687,2175,1761,floor-boss-740,未実戦検証
欠片試練,floor-boss-740,2,⚔️ 瘴翔の随伴・1,735,16220,1902,598,575,,未実戦検証
欠片試練,floor-boss-740,3,⚔️ 瘴翔の随伴・2,733,30182,2122,1357,554,,未実戦検証
欠片試練,floor-boss-740,4,瘴翔の随伴・3,731,79079,5201,3066,1023,,未実戦検証
欠片試練,floor-boss-750,1,⚔️ 腐母の命紡ぎ〈欠片試練〉,750,265817,2517,3616,1003,floor-boss-750,未実戦検証
欠片試練,floor-boss-750,2,⚔️ 腐母の随伴・1,745,56944,4623,1616,998,,未実戦検証
欠片試練,floor-boss-750,3,⚔️ 腐母の随伴・2,743,12177,1692,327,786,,未実戦検証
欠片試練,floor-boss-750,4,腐母の随伴・3,741,15747,1200,472,771,,未実戦検証
欠片試練,floor-boss-760,1,⚔️ 電鎖の封陣卿〈欠片試練〉,760,154686,2453,3124,1369,floor-boss-760,未実戦検証
欠片試練,floor-boss-760,2,⚔️ 電鎖の随伴・1,755,29246,1995,1036,657,,未実戦検証
欠片試練,floor-boss-760,3,⚔️ 電鎖の随伴・2,753,44719,2575,2026,990,,未実戦検証
欠片試練,floor-boss-760,4,⚔️ 電鎖の随伴・3,751,90907,5143,3921,1282,,未実戦検証
欠片試練,floor-boss-770,1,⚔️ 裂極の双牙将〈欠片試練〉,770,55134,2823,952,1453,floor-boss-770,未実戦検証
欠片試練,floor-boss-770,2,裂極の随伴・1,765,62236,5665,2603,901,,未実戦検証
欠片試練,floor-boss-770,3,⚔️ 裂極の随伴・2,763,69713,5132,2649,1201,,未実戦検証
欠片試練,floor-boss-770,4,⚔️ 裂極の随伴・3,761,21681,2138,843,1377,,未実戦検証
欠片試練,floor-boss-780,1,⚔️ 晶葬の葬鐘守〈欠片試練〉,780,105513,2422,1748,843,floor-boss-780,未実戦検証
欠片試練,floor-boss-780,2,⚔️ 晶葬の随伴・1,775,112937,3400,4373,570,,未実戦検証
欠片試練,floor-boss-780,3,⚔️ 晶葬の随伴・2,773,10375,1250,359,755,,未実戦検証
欠片試練,floor-boss-780,4,⚔️ 晶葬の随伴・3,771,21205,1849,1022,722,,未実戦検証
欠片試練,floor-boss-790,1,⚔️ 天轟の冠位竜〈欠片試練〉,790,143128,5316,2727,1233,floor-boss-790,未実戦検証
欠片試練,floor-boss-790,2,天轟の随伴・1,785,29487,1630,1045,648,,未実戦検証
欠片試練,floor-boss-790,3,⚔️ 天轟の随伴・2,783,40838,3450,2465,815,,未実戦検証
欠片試練,floor-boss-790,4,⚔️ 天轟の随伴・3,781,19722,2347,1078,952,,未実戦検証
欠片試練,floor-boss-810,1,⚔️ 白晶の剣王〈欠片試練〉,810,84154,3852,1636,1175,floor-boss-810,未実戦検証
欠片試練,floor-boss-810,2,⚔️ 白晶の随伴・1,805,45643,3684,3412,790,,未実戦検証
欠片試練,floor-boss-810,3,⚔️ 白晶の随伴・2,803,139069,5205,4979,782,,未実戦検証
欠片試練,floor-boss-810,4,⚔️ 白晶の随伴・3,801,24644,1840,1543,464,,未実戦検証
欠片試練,floor-boss-820,1,⚔️ 翠鏡の鏡術師〈欠片試練〉,820,76477,1084,1148,638,floor-boss-820,未実戦検証
欠片試練,floor-boss-820,2,翠鏡の随伴・1,815,35383,4150,1202,1176,,未実戦検証
欠片試練,floor-boss-820,3,翠鏡の随伴・2,813,7901,498,181,608,,未実戦検証
欠片試練,floor-boss-820,4,⚔️ 翠鏡の随伴・3,811,17041,1299,698,614,,未実戦検証
欠片試練,floor-boss-830,1,⚔️ 白亜の城塞公〈欠片試練〉,830,222510,4796,4613,485,floor-boss-830,未実戦検証
欠片試練,floor-boss-830,2,白亜の随伴・1,825,12145,1052,540,529,,未実戦検証
欠片試練,floor-boss-830,3,⚔️ 白亜の随伴・2,823,30571,2180,692,237,,未実戦検証
欠片試練,floor-boss-830,4,⚔️ 白亜の随伴・3,821,46703,3259,1636,426,,未実戦検証
欠片試練,floor-boss-840,1,⚔️ 瑠璃の疾風侯〈欠片試練〉,840,170538,7688,2668,1113,floor-boss-840,未実戦検証
欠片試練,floor-boss-840,2,⚔️ 瑠璃の随伴・1,835,83169,4180,3423,468,,未実戦検証
欠片試練,floor-boss-840,3,⚔️ 瑠璃の随伴・2,833,24290,1214,1466,181,,未実戦検証
欠片試練,floor-boss-840,4,⚔️ 瑠璃の随伴・3,831,30095,2036,1105,196,,未実戦検証
欠片試練,floor-boss-850,1,⚔️ 花苑の命紡ぎ〈欠片試練〉,850,423285,4237,4494,587,floor-boss-850,未実戦検証
欠片試練,floor-boss-850,2,⚔️ 花苑の随伴・1,845,276247,5054,8714,307,,未実戦検証
欠片試練,floor-boss-850,3,花苑の随伴・2,843,19177,700,719,296,,未実戦検証
欠片試練,floor-boss-850,4,花苑の随伴・3,841,25017,1020,669,335,,未実戦検証
欠片試練,floor-boss-860,1,⚔️ 風詩の封陣卿〈欠片試練〉,860,44543,1389,909,595,floor-boss-860,未実戦検証
欠片試練,floor-boss-860,2,⚔️ 風詩の随伴・1,855,16987,2661,999,640,,未実戦検証
欠片試練,floor-boss-860,3,⚔️ 風詩の随伴・2,853,59210,2605,2531,644,,未実戦検証
欠片試練,floor-boss-860,4,⚔️ 風詩の随伴・3,851,13421,821,462,528,,未実戦検証
欠片試練,floor-boss-870,1,⚔️ 双花の双牙将〈欠片試練〉,870,139011,9988,3660,1926,floor-boss-870,未実戦検証
欠片試練,floor-boss-870,2,⚔️ 双花の随伴・1,865,24043,2692,841,858,,未実戦検証
欠片試練,floor-boss-870,3,⚔️ 双花の随伴・2,863,35587,2635,929,394,,未実戦検証
欠片試練,floor-boss-870,4,⚔️ 双花の随伴・3,861,30939,2457,1098,1155,,未実戦検証
欠片試練,floor-boss-880,1,⚔️ 星鈴の葬鐘守〈欠片試練〉,880,102277,865,2106,265,floor-boss-880,未実戦検証
欠片試練,floor-boss-880,2,星鈴の随伴・1,875,14608,607,502,224,,未実戦検証
欠片試練,floor-boss-880,3,⚔️ 星鈴の随伴・2,873,32998,1842,1401,699,,未実戦検証
欠片試練,floor-boss-880,4,星鈴の随伴・3,871,73491,7422,2477,1162,,未実戦検証
欠片試練,floor-boss-890,1,⚔️ 天花の冠位竜〈欠片試練〉,890,95392,2341,1923,675,floor-boss-890,未実戦検証
欠片試練,floor-boss-890,2,⚔️ 天花の随伴・1,885,39657,1110,1333,343,,未実戦検証
欠片試練,floor-boss-890,3,⚔️ 天花の随伴・2,883,53580,2510,2001,586,,未実戦検証
欠片試練,floor-boss-890,4,天花の随伴・3,881,19966,1991,721,840,,未実戦検証
欠片試練,floor-boss-910,1,⚔️ 聖幕の剣王〈欠片試練〉,910,326686,9873,6514,1133,floor-boss-910,未実戦検証
欠片試練,floor-boss-910,2,⚔️ 聖幕の随伴・1,905,88689,5070,3419,966,,未実戦検証
