対象ID,モード,編成,種族ID,Lv,試行数,勝利数,勝率%,勝利時平均R,勝利時最大R,初手戦闘不能あり%,MPが0になった戦闘%,相乗効果平均発動数
campaign:39:boss,第一章,神託梟オラクルノクス / 天穹鯨セレスティア / 冥毒九頭竜ヒュドラ / 創界粘神ジェネシス,oracle_owl / celestial_whale / abyssal_hydra / genesis_slime,1170,100,100,100,2.39,4,0,0,0
campaign:39:boss,第一章,天角聖鹿セレススタッグ / 海嘯幼竜リヴァイアス / 日輪賢獣ソルスフィンクス / 戦慄騎ケンタウロス,sky_stag / leviathan_spawn / solar_sphinx / dread_centaur,1170,100,100,100,4.6,7,0,0,0
campaign:40:abyss_sloth,第一章,神託梟オラクルノクス / 天穹鯨セレスティア / 冥毒九頭竜ヒュドラ / 魔皇ディアボロス,oracle_owl / celestial_whale / abyssal_hydra / demon_lord,1200,100,100,100,2,2,0,0,0
campaign:40:abyss_sloth,第一章,極光聖獣アウロラ / 地殻巨神テラコロッサス / 天嵐蛇王テンペストナーガ / 創界粘神ジェネシス,aurora_unicorn / earth_colossus / tempest_serpent / genesis_slime,1200,100,100,100,2.27,4,0,0,0
campaign:40:abyss_sloth,第一章,熾天聖セラフィエル / 凍鏡騎士グラシエル / 海皇姫ネレイディア / 雷霆麒麟ヴァジュラン,seraphim / frozen_mirror_knight / sea_empress / thunder_kirin,1200,100,100,100,2.45,3,0,0,0
campaign:41:boss,第一章,刻律機クロノギア / 凍鏡騎士グラシエル / 海皇姫ネレイディア / 雷霆麒麟ヴァジュラン,time_keeper / frozen_mirror_knight / sea_empress / thunder_kirin,1230,100,100,100,1,1,0,0,0
campaign:41:boss,第一章,熾天聖セラフィエル / 天穹鯨セレスティア / 冥毒九頭竜ヒュドラ / 魔皇ディアボロス,seraphim / celestial_whale / abyssal_hydra / demon_lord,1230,100,100,100,1,1,0,0,0
campaign:41:boss,第一章,神託梟オラクルノクス / 地殻巨神テラコロッサス / 天嵐蛇王テンペストナーガ / 創界粘神ジェネシス,oracle_owl / earth_colossus / tempest_serpent / genesis_slime,1230,100,100,100,1,1,0,0,0
campaign:42:boss,第一章,刻律機クロノギア / 凍鏡騎士グラシエル / 海皇姫ネレイディア / 蝕界竜エクリプシア,time_keeper / frozen_mirror_knight / sea_empress / eclipse_dragon,1260,100,100,100,1,1,0,0,0
campaign:42:boss,第一章,熾天聖セラフィエル / 天穹鯨セレスティア / 冥毒九頭竜ヒュドラ / 雷霆麒麟ヴァジュラン,seraphim / celestial_whale / abyssal_hydra / thunder_kirin,1260,100,100,100,1,1,0,0,0
campaign:42:boss,第一章,神託梟オラクルノクス / 地殻巨神テラコロッサス / 天嵐蛇王テンペストナーガ / 魔皇ディアボロス,oracle_owl / earth_colossus / tempest_serpent / demon_lord,1260,100,100,100,1,1,0,0,0
campaign:43:boss,第一章,刻律機クロノギア / 翠嶺巨獣ベヒモルド / 海皇姫ネレイディア / 蝕界竜エクリプシア,time_keeper / emerald_behemoth / sea_empress / eclipse_dragon,1290,100,100,100,1,1,0,0,0
campaign:43:boss,第一章,神託梟オラクルノクス / 天穹鯨セレスティア / 天嵐蛇王テンペストナーガ / 魔皇ディアボロス,oracle_owl / celestial_whale / tempest_serpent / demon_lord,1290,100,100,100,1,1,0,0,0
campaign:43:boss,第一章,熾天聖セラフィエル / 凍鏡騎士グラシエル / 冥毒九頭竜ヒュドラ / 雷霆麒麟ヴァジュラン,seraphim / frozen_mirror_knight / abyssal_hydra / thunder_kirin,1290,100,100,100,1.01,2,0,0,0
campaign:44:boss,第一章,刻律機クロノギア / 翠嶺巨獣ベヒモルド / 海皇姫ネレイディア / 氷獄狼フェンリシア,time_keeper / emerald_behemoth / sea_empress / frost_fenrir,1320,100,100,100,1,1,0,0,0
campaign:44:boss,第一章,熾天聖セラフィエル / 凍鏡騎士グラシエル / 冥毒九頭竜ヒュドラ / 蝕界竜エクリプシア,seraphim / frozen_mirror_knight / abyssal_hydra / eclipse_dragon,1320,100,100,100,1,1,0,0,0
campaign:44:boss,第一章,神託梟オラクルノクス / 天穹鯨セレスティア / 天嵐蛇王テンペストナーガ / 雷霆麒麟ヴァジュラン,oracle_owl / celestial_whale / tempest_serpent / thunder_kirin,1320,100,100,100,1,1,0,0,0
campaign:45:boss,第一章,刻律機クロノギア / 翠嶺巨獣ベヒモルド / 海皇姫ネレイディア / 氷獄狼フェンリシア,time_keeper / emerald_behemoth / sea_empress / frost_fenrir,1350,100,100,100,1.01,2,0,0,0
campaign:45:boss,第一章,極光聖獣アウロラ / 地殻巨神テラコロッサス / 冥炎蝶ヘルモルフォ / 魔皇ディアボロス,aurora_unicorn / earth_colossus / hell_butterfly / demon_lord,1350,100,100,100,1.02,2,0,0,0
campaign:45:boss,第一章,神託梟オラクルノクス / 天穹鯨セレスティア / 天嵐蛇王テンペストナーガ / 雷霆麒麟ヴァジュラン,oracle_owl / celestial_whale / tempest_serpent / thunder_kirin,1350,100,100,100,1.06,2,0,0,0
campaign:46:boss,第一章,天翔聖馬ペガシエル / 翠嶺巨獣ベヒモルド / 海皇姫ネレイディア / 氷獄狼フェンリシア,celestial_pegasus / emerald_behemoth / sea_empress / frost_fenrir,1380,100,100,100,1.01,2,0,0,0
campaign:46:boss,第一章,刻律機クロノギア / 凍鏡騎士グラシエル / 冥毒九頭竜ヒュドラ / 蝕界竜エクリプシア,time_keeper / frozen_mirror_knight / abyssal_hydra / eclipse_dragon,1380,100,100,100,1.03,2,0,0,0
campaign:46:boss,第一章,熾天聖セラフィエル / 天穹鯨セレスティア / 天嵐蛇王テンペストナーガ / 雷霆麒麟ヴァジュラン,seraphim / celestial_whale / tempest_serpent / thunder_kirin,1380,100,100,100,1.04,2,0,0,0
campaign:47:boss,第一章,天翔聖馬ペガシエル / 翠嶺巨獣ベヒモルド / 海皇姫ネレイディア / 冥府皇ハデスノクス,celestial_pegasus / emerald_behemoth / sea_empress / underworld_king,1410,100,100,100,1.01,2,0,0,0
campaign:47:boss,第一章,刻律機クロノギア / 凍鏡騎士グラシエル / 冥毒九頭竜ヒュドラ / 氷獄狼フェンリシア,time_keeper / frozen_mirror_knight / abyssal_hydra / frost_fenrir,1410,100,100,100,1.01,2,0,0,0
campaign:47:boss,第一章,熾天聖セラフィエル / 天穹鯨セレスティア / 天嵐蛇王テンペストナーガ / 蝕界竜エクリプシア,seraphim / celestial_whale / tempest_serpent / eclipse_dragon,1410,100,100,100,1.02,2,0,0,0
campaign:48:boss,第一章,刻律機クロノギア / 翠嶺巨獣ベヒモルド / 冥毒九頭竜ヒュドラ / 氷獄狼フェンリシア,time_keeper / emerald_behemoth / abyssal_hydra / frost_fenrir,1440,100,100,100,1,1,0,0,0
campaign:48:boss,第一章,熾天聖セラフィエル / 凍鏡騎士グラシエル / 天嵐蛇王テンペストナーガ / 蝕界竜エクリプシア,seraphim / frozen_mirror_knight / tempest_serpent / eclipse_dragon,1440,100,100,100,1.01,2,0,0,0
campaign:48:boss,第一章,天翔聖馬ペガシエル / 雷装機神デウスマキナ / 海皇姫ネレイディア / 冥府皇ハデスノクス,celestial_pegasus / mechanical_deity / sea_empress / underworld_king,1440,100,100,100,1.03,2,0,0,0
campaign:49:boss,第一章,天翔聖馬ペガシエル / 雷装機神デウスマキナ / 蠱毒女帝ヴェネフィカ / 冥府皇ハデスノクス,celestial_pegasus / mechanical_deity / poison_queen / underworld_king,1470,100,100,100,1.25,2,0,0,0
campaign:49:boss,第一章,神託梟オラクルノクス / 天穹鯨セレスティア / 天嵐蛇王テンペストナーガ / 雷霆麒麟ヴァジュラン,oracle_owl / celestial_whale / tempest_serpent / thunder_kirin,1470,100,100,100,1.78,3,0,0,0
campaign:49:boss,第一章,刻律機クロノギア / 翠嶺巨獣ベヒモルド / 海皇姫ネレイディア / 氷獄狼フェンリシア,time_keeper / emerald_behemoth / sea_empress / frost_fenrir,1470,100,100,100,2.04,3,0,0,0
campaign:50:abyss_greed,第一章,天翔聖馬ペガシエル / 雷装機神デウスマキナ / 嵐海覇竜リヴァイオン / 冥府皇ハデスノクス,celestial_pegasus / mechanical_deity / storm_leviathan / underworld_king,1500,100,100,100,1.04,2,0,0,0
campaign:50:abyss_greed,第一章,熾天聖セラフィエル / 凍鏡騎士グラシエル / 海皇姫ネレイディア / 蝕界竜エクリプシア,seraphim / frozen_mirror_knight / sea_empress / eclipse_dragon,1500,100,100,100,1.04,2,0,0,0
campaign:50:abyss_greed,第一章,刻律機クロノギア / 翠嶺巨獣ベヒモルド / 蠱毒女帝ヴェネフィカ / 氷獄狼フェンリシア,time_keeper / emerald_behemoth / poison_queen / frost_fenrir,1500,100,100,100,1.15,2,0,0,0
campaign:51:boss,第一章,天翔聖馬ペガシエル / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 冥府皇ハデスノクス,celestial_pegasus / mechanical_deity / moon_rabbit_sage / underworld_king,1530,100,100,100,1,1,0,0,0
campaign:51:boss,第一章,刻律機クロノギア / 翠嶺巨獣ベヒモルド / 嵐海覇竜リヴァイオン / 氷獄狼フェンリシア,time_keeper / emerald_behemoth / storm_leviathan / frost_fenrir,1530,100,100,100,1,1,0,0,0
campaign:51:boss,第一章,熾天聖セラフィエル / 凍鏡騎士グラシエル / 蠱毒女帝ヴェネフィカ / 蝕界竜エクリプシア,seraphim / frozen_mirror_knight / poison_queen / eclipse_dragon,1530,100,100,100,1,1,0,0,0
campaign:52:boss,第一章,天翔聖馬ペガシエル / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 日輪神鳥ソルガルーダ,celestial_pegasus / mechanical_deity / moon_rabbit_sage / sun_garuda,1560,100,100,100,1,1,0,0,0
campaign:52:boss,第一章,刻律機クロノギア / 翠嶺巨獣ベヒモルド / 嵐海覇竜リヴァイオン / 冥府皇ハデスノクス,time_keeper / emerald_behemoth / storm_leviathan / underworld_king,1560,100,100,100,1,1,0,0,0
campaign:52:boss,第一章,熾天聖セラフィエル / 凍鏡騎士グラシエル / 蠱毒女帝ヴェネフィカ / 氷獄狼フェンリシア,seraphim / frozen_mirror_knight / poison_queen / frost_fenrir,1560,100,100,100,1,1,0,0,0
campaign:53:boss,第一章,天翔聖馬ペガシエル / 黒曜巨神オブシディア / 月仙兎アルミラージュ / 日輪神鳥ソルガルーダ,celestial_pegasus / obsidian_titan / moon_rabbit_sage / sun_garuda,1590,100,100,100,1,1,0,0,0
campaign:53:boss,第一章,刻律機クロノギア / 雷装機神デウスマキナ / 嵐海覇竜リヴァイオン / 冥府皇ハデスノクス,time_keeper / mechanical_deity / storm_leviathan / underworld_king,1590,100,100,100,1,1,0,0,0
campaign:53:boss,第一章,熾天聖セラフィエル / 翠嶺巨獣ベヒモルド / 蠱毒女帝ヴェネフィカ / 氷獄狼フェンリシア,seraphim / emerald_behemoth / poison_queen / frost_fenrir,1590,100,100,100,1,1,0,0,0
campaign:54:boss,第一章,天翔聖馬ペガシエル / 黒曜巨神オブシディア / 夢幻竜モルフェドラ / 日輪神鳥ソルガルーダ,celestial_pegasus / obsidian_titan / dream_dragon / sun_garuda,1620,100,100,100,1,1,0,0,0
campaign:54:boss,第一章,刻律機クロノギア / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 冥府皇ハデスノクス,time_keeper / mechanical_deity / moon_rabbit_sage / underworld_king,1620,100,100,100,1,1,0,0,0
campaign:54:boss,第一章,熾天聖セラフィエル / 翠嶺巨獣ベヒモルド / 嵐海覇竜リヴァイオン / 氷獄狼フェンリシア,seraphim / emerald_behemoth / storm_leviathan / frost_fenrir,1620,100,100,100,1,1,0,0,0
campaign:55:boss,第一章,熾天聖セラフィエル / 雷装機神デウスマキナ / 嵐海覇竜リヴァイオン / 氷獄狼フェンリシア,seraphim / mechanical_deity / storm_leviathan / frost_fenrir,1650,100,100,100,1.34,2,0,0,0
campaign:55:boss,第一章,極光聖獣アウロラ / 凍鏡騎士グラシエル / 海皇姫ネレイディア / 雷霆麒麟ヴァジュラン,aurora_unicorn / frozen_mirror_knight / sea_empress / thunder_kirin,1650,100,100,100,1.42,2,0,0,0
campaign:55:boss,第一章,刻律機クロノギア / 黒曜巨神オブシディア / 月仙兎アルミラージュ / 冥府皇ハデスノクス,time_keeper / obsidian_titan / moon_rabbit_sage / underworld_king,1650,100,100,100,1.5,2,0,0,0
campaign:56:boss,第一章,天翔聖馬ペガシエル / 玄天聖亀ゲンブロス / 夢幻竜モルフェドラ / 混沌獣キメラカオス,celestial_pegasus / sacred_turtle / dream_dragon / chaos_chimera,1680,100,100,100,1,1,0,0,0
campaign:56:boss,第一章,刻律機クロノギア / 黒曜巨神オブシディア / 月仙兎アルミラージュ / 日輪神鳥ソルガルーダ,time_keeper / obsidian_titan / moon_rabbit_sage / sun_garuda,1680,100,100,100,1,1,0,0,0
campaign:56:boss,第一章,熾天聖セラフィエル / 雷装機神デウスマキナ / 嵐海覇竜リヴァイオン / 冥府皇ハデスノクス,seraphim / mechanical_deity / storm_leviathan / underworld_king,1680,100,100,100,1,1,0,0,0
campaign:57:boss,第一章,天翔聖馬ペガシエル / 玄天聖亀ゲンブロス / 晶界女帝クリスタリア / 混沌獣キメラカオス,celestial_pegasus / sacred_turtle / crystal_empress / chaos_chimera,1710,100,100,100,1,1,0,0,0
campaign:57:boss,第一章,刻律機クロノギア / 黒曜巨神オブシディア / 夢幻竜モルフェドラ / 日輪神鳥ソルガルーダ,time_keeper / obsidian_titan / dream_dragon / sun_garuda,1710,100,100,100,1,1,0,0,0
campaign:57:boss,第一章,熾天聖セラフィエル / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 冥府皇ハデスノクス,seraphim / mechanical_deity / moon_rabbit_sage / underworld_king,1710,100,100,100,1,1,0,0,0
campaign:58:boss,第一章,天翔聖馬ペガシエル / 玄天聖亀ゲンブロス / 晶界女帝クリスタリア / 血月戦姫ヴァルブラッド,celestial_pegasus / sacred_turtle / crystal_empress / blood_valkyrie,1740,100,100,100,1,1,0,0,0
campaign:58:boss,第一章,刻律機クロノギア / 黒曜巨神オブシディア / 夢幻竜モルフェドラ / 混沌獣キメラカオス,time_keeper / obsidian_titan / dream_dragon / chaos_chimera,1740,100,100,100,1,1,0,0,0
campaign:58:boss,第一章,熾天聖セラフィエル / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 日輪神鳥ソルガルーダ,seraphim / mechanical_deity / moon_rabbit_sage / sun_garuda,1740,100,100,100,1,1,0,0,0
campaign:59:boss,第一章,刻律機クロノギア / 黒曜巨神オブシディア / 夢幻竜モルフェドラ / 血月戦姫ヴァルブラッド,time_keeper / obsidian_titan / dream_dragon / blood_valkyrie,1770,100,100,100,1,1,0,0,0
campaign:59:boss,第一章,天翔聖馬ペガシエル / 玄天聖亀ゲンブロス / 晶界女帝クリスタリア / 轟雷鬼神ライジオウ,celestial_pegasus / sacred_turtle / crystal_empress / lightning_raijin,1770,100,100,100,1.02,2,0,0,0
campaign:59:boss,第一章,熾天聖セラフィエル / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 混沌獣キメラカオス,seraphim / mechanical_deity / moon_rabbit_sage / chaos_chimera,1770,100,100,100,1.02,2,0,0,0
campaign:60:abyss_lust,第一章,刻律機クロノギア / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 混沌獣キメラカオス,time_keeper / mechanical_deity / moon_rabbit_sage / chaos_chimera,1800,100,100,100,1.11,2,0,0,0
campaign:60:abyss_lust,第一章,熾天聖セラフィエル / 翠嶺巨獣ベヒモルド / 嵐海覇竜リヴァイオン / 日輪神鳥ソルガルーダ,seraphim / emerald_behemoth / storm_leviathan / sun_garuda,1800,100,100,100,1.2,3,0,0,0
campaign:60:abyss_lust,第一章,天翔聖馬ペガシエル / 黒曜巨神オブシディア / 夢幻竜モルフェドラ / 血月戦姫ヴァルブラッド,celestial_pegasus / obsidian_titan / dream_dragon / blood_valkyrie,1800,100,100,100,1.28,3,0,0,0
campaign:61:boss,第一章,森羅王ケルヌンノス / 玄天聖亀ゲンブロス / 晶界女帝クリスタリア / 蒼海神王ポセイドン,forest_cernunnos / sacred_turtle / crystal_empress / ocean_poseidon,1830,100,100,100,1,1,0,0,0
campaign:61:boss,第一章,天翔聖馬ペガシエル / 黒曜巨神オブシディア / 夢幻竜モルフェドラ / 轟雷鬼神ライジオウ,celestial_pegasus / obsidian_titan / dream_dragon / lightning_raijin,1830,100,100,100,1,1,0,0,0
campaign:61:boss,第一章,刻律機クロノギア / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 血月戦姫ヴァルブラッド,time_keeper / mechanical_deity / moon_rabbit_sage / blood_valkyrie,1830,100,100,100,1,1,0,0,0
campaign:62:boss,第一章,森羅王ケルヌンノス / 玄天聖亀ゲンブロス / 晶界女帝クリスタリア / 雷冠竜ヴォルトレクス,forest_cernunnos / sacred_turtle / crystal_empress / thunder_crown_dragon,1860,100,100,100,1,1,0,0,0
campaign:62:boss,第一章,天翔聖馬ペガシエル / 黒曜巨神オブシディア / 夢幻竜モルフェドラ / 太古竜エルドラグーン,celestial_pegasus / obsidian_titan / dream_dragon / ancient_dragon,1860,100,100,100,1,1,0,0,0
campaign:62:boss,第一章,刻律機クロノギア / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 砂冥神アヌビス,time_keeper / mechanical_deity / moon_rabbit_sage / desert_anubis,1860,100,100,100,1,1,0,0,0
campaign:63:boss,第一章,森羅王ケルヌンノス / 玄天聖亀ゲンブロス / 星界賢王アストラスフィンクス / 雷冠竜ヴォルトレクス,forest_cernunnos / sacred_turtle / astral_sphinx / thunder_crown_dragon,1890,100,100,100,1.01,2,0,0,0
