"対象ID","編成ID","キャラ","種族ID","Lv","スキル1","スキル2","スキル3","スキル4","スキルID"
"campaign:9:boss","2","冥哭霊ネクロシア","wraith","270","冥哭霊ネクロシア・冥影共鳴","冥哭霊ネクロシア・強化解呪","魂喰い","冥哭霊ネクロシア・護陣波","wraith__identity_4 / wraith__identity_3 / wraith__identity_1 / wraith__identity_5"
"campaign:9:boss","2","雷迅鳥ヴォルトラプター","thunder_raptor","270","雷迅鳥ヴォルトラプター・陣喰らい","雷迅鳥ヴォルトラプター・雷霆共鳴","迅雷撃","雷迅鳥ヴォルトラプター・静速見切り","thunder_raptor__identity_5 / thunder_raptor__identity_4 / thunder_raptor__identity_1 / thunder_raptor__identity_3"
"campaign:10:abyss_gluttony","3","幽光オバケクラゲ","correction_ghost","300","幽光浄化","幽光オバケクラゲ・聖光共鳴","幽光オバケクラゲ・聖光応戦","幽光オバケクラゲ・護陣波","correction_ghost__identity_1 / correction_ghost__identity_4 / correction_ghost__identity_2 / correction_ghost__identity_5"
"campaign:10:abyss_gluttony","3","鉄角王ミノスフェルム","iron_minotaur","300","鉄角王ミノスフェルム・陣喰らい","鉄角王ミノスフェルム・地脈共鳴","堅牢撃","鉄角王ミノスフェルム・守護陣","iron_minotaur__identity_5 / iron_minotaur__identity_4 / iron_minotaur__identity_1 / iron_minotaur__identity_3"
"campaign:10:abyss_gluttony","3","冥哭霊ネクロシア","wraith","300","冥哭霊ネクロシア・冥影共鳴","冥哭霊ネクロシア・強化解呪","魂喰い","冥哭霊ネクロシア・護陣波","wraith__identity_4 / wraith__identity_3 / wraith__identity_1 / wraith__identity_5"
"campaign:10:abyss_gluttony","3","炎冠獅レオイグニス","flame_lion","300","炎冠獅レオイグニス・紅蓮共鳴","炎冠獅レオイグニス・陣喰らい","炎冠獅レオイグニス・耐命強襲","剛腕撃","flame_lion__identity_4 / flame_lion__identity_5 / flame_lion__identity_3 / flame_lion__identity_1"
"campaign:10:abyss_gluttony","5","霧海母ミストメドゥーサ","mist_jelly","300","霧海母ミストメドゥーサ・蒼流大救界","霧海母ミストメドゥーサ・蒼流共鳴","共鳴の加護","霧海母ミストメドゥーサ・共鳴鼓舞","mist_jelly__identity_5 / mist_jelly__identity_4 / mist_jelly__identity_1 / mist_jelly__identity_3"
"campaign:10:abyss_gluttony","5","根城兵ルートバスティオン","root_guard","300","根城兵ルートバスティオン・氷晶共鳴","根城兵ルートバスティオン・氷晶守護王","堅牢撃","根城兵ルートバスティオン・守護陣","root_guard__identity_4 / root_guard__identity_5 / root_guard__identity_1 / root_guard__identity_3"
"campaign:10:abyss_gluttony","5","焔妖狐イグナレナード","ember_fox","300","焔妖狐イグナレナード・紅蓮終式","焔妖狐イグナレナード・紅蓮共鳴","焔妖狐イグナレナード・広域術式","魔導弾","ember_fox__identity_5 / ember_fox__identity_4 / ember_fox__identity_3 / ember_fox__identity_1"
"campaign:10:abyss_gluttony","5","極光鎌虫","aurora_mantis","300","極光鎌虫・氷晶共鳴","極光鎌虫・影縫い","極光双鎌","極光鎌虫・護陣波","aurora_mantis__identity_4 / aurora_mantis__identity_3 / aurora_mantis__identity_1 / aurora_mantis__identity_5"
"campaign:10:abyss_gluttony","1","葬列司祭ネクロビショップ","grave_bishop","300","葬列司祭ネクロビショップ・命脈治癒","葬列司祭ネクロビショップ・冥影共鳴","生命の息吹","葬列司祭ネクロビショップ・攻勢転換","grave_bishop__identity_3 / grave_bishop__identity_4 / grave_bishop__identity_1 / grave_bishop__identity_5"
"campaign:10:abyss_gluttony","1","魔紋巨兵ルーンゴリアス","rune_golem","300","魔紋巨兵ルーンゴリアス・聖光共鳴","堅牢撃","魔紋巨兵ルーンゴリアス・守護陣","魔紋巨兵ルーンゴリアス・零魔換装","rune_golem__identity_4 / rune_golem__identity_1 / rune_golem__identity_3 / rune_golem__identity_5"
"campaign:10:abyss_gluttony","1","夢蝕獣モルフェイーター","dream_eater","300","夢蝕獣モルフェイーター・冥影共鳴","夢蝕獣モルフェイーター・強化解呪","侵蝕の霧","夢蝕獣モルフェイーター・攻勢転換","dream_eater__identity_4 / dream_eater__identity_3 / dream_eater__identity_1 / dream_eater__identity_5"
"campaign:10:abyss_gluttony","1","翡翠刃ジェイドリーパー","jade_mantis","300","翡翠刃ジェイドリーパー・翠嵐共鳴","翡翠刃ジェイドリーパー・影縫い","影討ち","翡翠刃ジェイドリーパー・護陣波","jade_mantis__identity_4 / jade_mantis__identity_3 / jade_mantis__identity_1 / jade_mantis__identity_5"
"campaign:11:boss","0","天角聖鹿セレススタッグ","sky_stag","330","天角聖鹿セレススタッグ・翠嵐共鳴","天角聖鹿セレススタッグ・陣喰らい","共鳴の加護","天角聖鹿セレススタッグ・共鳴鼓舞","sky_stag__identity_4 / sky_stag__identity_5 / sky_stag__identity_1 / sky_stag__identity_3"
"campaign:11:boss","0","黒葬騎ディアブロス","dark_knight","330","黒葬騎ディアブロス・冥影共鳴","黒葬騎ディアブロス・無強帰し","漆黒剣","黒葬騎ディアブロス・守護陣","dark_knight__identity_4 / dark_knight__identity_5 / dark_knight__identity_1 / dark_knight__identity_3"
"campaign:11:boss","0","深海サルパ百鬼夜行","pencilcase_parade","330","深海サルパ百鬼夜行・冥影共鳴","深海サルパ百鬼夜行・術式断ち","幽体百連夜行","深海サルパ百鬼夜行・霊体偏移","pencilcase_parade__identity_4 / pencilcase_parade__identity_3 / pencilcase_parade__identity_1 / pencilcase_parade__identity_2"
"campaign:11:boss","0","禁海の断頭魚","forbidden_paper_cutter","330","禁海の断頭魚・冥影共鳴","禁海の断頭魚・陣喰らい","禁海の断頭魚・耐命強襲","禁海断裁","forbidden_paper_cutter__identity_4 / forbidden_paper_cutter__identity_5 / forbidden_paper_cutter__identity_3 / forbidden_paper_cutter__identity_1"
"campaign:11:boss","1","葬列司祭ネクロビショップ","grave_bishop","330","葬列司祭ネクロビショップ・命脈治癒","葬列司祭ネクロビショップ・冥影共鳴","生命の息吹","葬列司祭ネクロビショップ・攻勢転換","grave_bishop__identity_3 / grave_bishop__identity_4 / grave_bishop__identity_1 / grave_bishop__identity_5"
"campaign:11:boss","1","薔薇葬騎ローゼンヴァイス","rose_knight","330","薔薇葬騎ローゼンヴァイス・聖光共鳴","反攻撃","薔薇葬騎ローゼンヴァイス・攻勢転換","薔薇葬騎ローゼンヴァイス・迎撃陣","rose_knight__identity_4 / rose_knight__identity_1 / rose_knight__identity_5 / rose_knight__identity_3"
"campaign:11:boss","1","雷衣術師エレノア","volt_veil_arcanist","330","雷衣術師エレノア・雷霆共鳴","雷衣術師エレノア・術式断ち","雷衣環流","雷衣術師エレノア・戦術指揮","volt_veil_arcanist__identity_4 / volt_veil_arcanist__identity_3 / volt_veil_arcanist__identity_1 / volt_veil_arcanist__identity_2"
"campaign:11:boss","1","深海龍ネレイド","chalkboard_dragon","330","深海龍ネレイド・陣喰らい","深海龍ネレイド・蒼流共鳴","深海龍ネレイド・竜圧咆哮","深海龍ネレイド・一点崩壊","chalkboard_dragon__identity_5 / chalkboard_dragon__identity_4 / chalkboard_dragon__identity_2 / chalkboard_dragon__identity_3"
"campaign:11:boss","2","蒼歌姫セイレーネ","tide_siren","330","蒼歌姫セイレーネ・蒼流共鳴","共鳴の加護","蒼歌姫セイレーネ・緩急幻歩","蒼歌姫セイレーネ・共鳴鼓舞","tide_siren__identity_4 / tide_siren__identity_1 / tide_siren__identity_5 / tide_siren__identity_3"
"campaign:11:boss","2","魔紋巨兵ルーンゴリアス","rune_golem","330","魔紋巨兵ルーンゴリアス・聖光共鳴","堅牢撃","魔紋巨兵ルーンゴリアス・守護陣","魔紋巨兵ルーンゴリアス・零魔換装","rune_golem__identity_4 / rune_golem__identity_1 / rune_golem__identity_3 / rune_golem__identity_5"
"campaign:11:boss","2","氷獄竜グレイシオン","frost_dragon","330","氷獄竜グレイシオン・氷晶共鳴","氷獄竜グレイシオン・竜圧咆哮","氷獄竜グレイシオン・術式断ち","氷竜息","frost_dragon__identity_4 / frost_dragon__identity_2 / frost_dragon__identity_3 / frost_dragon__identity_1"
"campaign:11:boss","2","紅蓮竜ドラグニール","dragon","330","紅蓮竜ドラグニール・紅蓮共鳴","紅蓮竜ドラグニール・竜圧咆哮","紅蓮竜ドラグニール・一点崩壊","竜炎ブレス","dragon__identity_4 / dragon__identity_2 / dragon__identity_3 / dragon__identity_1"
"campaign:12:boss","0","天角聖鹿セレススタッグ","sky_stag","360","天角聖鹿セレススタッグ・翠嵐共鳴","天角聖鹿セレススタッグ・陣喰らい","共鳴の加護","天角聖鹿セレススタッグ・共鳴鼓舞","sky_stag__identity_4 / sky_stag__identity_5 / sky_stag__identity_1 / sky_stag__identity_3"
"campaign:12:boss","0","黒葬騎ディアブロス","dark_knight","360","黒葬騎ディアブロス・冥影共鳴","黒葬騎ディアブロス・無強帰し","漆黒剣","黒葬騎ディアブロス・守護陣","dark_knight__identity_4 / dark_knight__identity_5 / dark_knight__identity_1 / dark_knight__identity_3"
"campaign:12:boss","0","深海サルパ百鬼夜行","pencilcase_parade","360","深海サルパ百鬼夜行・冥影共鳴","深海サルパ百鬼夜行・術式断ち","幽体百連夜行","深海サルパ百鬼夜行・霊体偏移","pencilcase_parade__identity_4 / pencilcase_parade__identity_3 / pencilcase_parade__identity_1 / pencilcase_parade__identity_2"
"campaign:12:boss","0","禁海の断頭魚","forbidden_paper_cutter","360","禁海の断頭魚・冥影共鳴","禁海の断頭魚・陣喰らい","禁海の断頭魚・耐命強襲","禁海断裁","forbidden_paper_cutter__identity_4 / forbidden_paper_cutter__identity_5 / forbidden_paper_cutter__identity_3 / forbidden_paper_cutter__identity_1"
"campaign:12:boss","4","聖環精ルミナリエ","angelic_orb","360","聖環精ルミナリエ・聖光共鳴","光輪","聖環精ルミナリエ・攻勢転換","聖環精ルミナリエ・共鳴鼓舞","angelic_orb__identity_4 / angelic_orb__identity_1 / angelic_orb__identity_5 / angelic_orb__identity_3"
"campaign:12:boss","4","溶界亀マグナトルタ","lava_tortoise","360","溶界亀マグナトルタ・紅蓮共鳴","堅牢撃","溶界亀マグナトルタ・脱皮再生","溶界亀マグナトルタ・守護陣","lava_tortoise__identity_4 / lava_tortoise__identity_1 / lava_tortoise__identity_2 / lava_tortoise__identity_3"
"campaign:12:boss","4","海魔眼バシリオス","sea_basilisk","360","海魔眼バシリオス・陣喰らい","海魔眼バシリオス・蒼流共鳴","海魔眼バシリオス・術式断ち","封縛陣","sea_basilisk__identity_5 / sea_basilisk__identity_4 / sea_basilisk__identity_3 / sea_basilisk__identity_1"
"campaign:12:boss","4","骨縫獣キメラモルド","bone_chimera","360","骨縫獣キメラモルド・冥影共鳴","骨縫獣キメラモルド・陣喰らい","骨縫獣キメラモルド・耐命強襲","剛腕撃","bone_chimera__identity_4 / bone_chimera__identity_5 / bone_chimera__identity_3 / bone_chimera__identity_1"
"campaign:12:boss","1","葬列司祭ネクロビショップ","grave_bishop","360","葬列司祭ネクロビショップ・命脈治癒","葬列司祭ネクロビショップ・冥影共鳴","生命の息吹","葬列司祭ネクロビショップ・攻勢転換","grave_bishop__identity_3 / grave_bishop__identity_4 / grave_bishop__identity_1 / grave_bishop__identity_5"
"campaign:12:boss","1","熔甲王マグマスカラベ","magma_beetle","360","熔甲王マグマスカラベ・紅蓮共鳴","堅牢撃","熔甲王マグマスカラベ・代受王域","熔甲王マグマスカラベ・守護陣","magma_beetle__identity_4 / magma_beetle__identity_1 / magma_beetle__identity_5 / magma_beetle__identity_3"
"campaign:12:boss","1","雷衣術師エレノア","volt_veil_arcanist","360","雷衣術師エレノア・雷霆共鳴","雷衣術師エレノア・術式断ち","雷衣環流","雷衣術師エレノア・戦術指揮","volt_veil_arcanist__identity_4 / volt_veil_arcanist__identity_3 / volt_veil_arcanist__identity_1 / volt_veil_arcanist__identity_2"
"campaign:12:boss","1","深海龍ネレイド","chalkboard_dragon","360","深海龍ネレイド・陣喰らい","深海龍ネレイド・蒼流共鳴","深海龍ネレイド・竜圧咆哮","深海龍ネレイド・一点崩壊","chalkboard_dragon__identity_5 / chalkboard_dragon__identity_4 / chalkboard_dragon__identity_2 / chalkboard_dragon__identity_3"
"campaign:13:boss","4","幽光オバケクラゲ","correction_ghost","390","幽光浄化","幽光オバケクラゲ・聖光共鳴","幽光オバケクラゲ・聖光応戦","幽光オバケクラゲ・護陣波","correction_ghost__identity_1 / correction_ghost__identity_4 / correction_ghost__identity_2 / correction_ghost__identity_5"
"campaign:13:boss","4","溶界亀マグナトルタ","lava_tortoise","390","溶界亀マグナトルタ・紅蓮共鳴","堅牢撃","溶界亀マグナトルタ・脱皮再生","溶界亀マグナトルタ・守護陣","lava_tortoise__identity_4 / lava_tortoise__identity_1 / lava_tortoise__identity_2 / lava_tortoise__identity_3"
"campaign:13:boss","4","嵐魔公ジンテンペスタ","storm_djinn","390","嵐魔公ジンテンペスタ・翠嵐共鳴","嵐魔公ジンテンペスタ・広域術式","魔導弾","嵐魔公ジンテンペスタ・命脈収束","storm_djinn__identity_4 / storm_djinn__identity_3 / storm_djinn__identity_1 / storm_djinn__identity_5"
"campaign:13:boss","4","骨縫獣キメラモルド","bone_chimera","390","骨縫獣キメラモルド・冥影共鳴","骨縫獣キメラモルド・陣喰らい","骨縫獣キメラモルド・耐命強襲","剛腕撃","bone_chimera__identity_4 / bone_chimera__identity_5 / bone_chimera__identity_3 / bone_chimera__identity_1"
"campaign:13:boss","1","天角聖鹿セレススタッグ","sky_stag","390","天角聖鹿セレススタッグ・翠嵐共鳴","天角聖鹿セレススタッグ・陣喰らい","共鳴の加護","天角聖鹿セレススタッグ・共鳴鼓舞","sky_stag__identity_4 / sky_stag__identity_5 / sky_stag__identity_1 / sky_stag__identity_3"
"campaign:13:boss","1","熔甲王マグマスカラベ","magma_beetle","390","熔甲王マグマスカラベ・紅蓮共鳴","堅牢撃","熔甲王マグマスカラベ・代受王域","熔甲王マグマスカラベ・守護陣","magma_beetle__identity_4 / magma_beetle__identity_1 / magma_beetle__identity_5 / magma_beetle__identity_3"
"campaign:13:boss","1","雷衣術師エレノア","volt_veil_arcanist","390","雷衣術師エレノア・雷霆共鳴","雷衣術師エレノア・術式断ち","雷衣環流","雷衣術師エレノア・戦術指揮","volt_veil_arcanist__identity_4 / volt_veil_arcanist__identity_3 / volt_veil_arcanist__identity_1 / volt_veil_arcanist__identity_2"
"campaign:13:boss","1","深海龍ネレイド","chalkboard_dragon","390","深海龍ネレイド・陣喰らい","深海龍ネレイド・蒼流共鳴","深海龍ネレイド・竜圧咆哮","深海龍ネレイド・一点崩壊","chalkboard_dragon__identity_5 / chalkboard_dragon__identity_4 / chalkboard_dragon__identity_2 / chalkboard_dragon__identity_3"
